abrak|clear mining product, such as glass, mica|अभ्रक|abhraka|talc, mica|
kamboja|Plumeria acuminata|काम्बोज|kāmboja|1. related to Kámbója, 2. Rottlera tinctoria, 3. white mimosa, 4. Gunja|
kanta|lens|सूर्य्यकान्तकान्त|sūryyakāntakānta|sun-crystal, crystal lensprecious stone|
suryakanta|lens|सूर्य्यकान्तकान्त|sūryyakāntakānta|sun-crystal, crystal lensprecious stone|
kapas|cotton|कर्पास|karpāsa|cotton|
karena|because|कारण|kāraṇa|cause|
karma|1. personal work in world 2. law of causality|कर्म|karma|karma|
karsa|initiative, will|कर्ष|karṣa|pulling, obtaining, mastering (√kṛṣ)|
kartika|star (poetic)|कृत्तिका कार्त्तिक|kṛttikākārttika|Pleiades, corresponding month (Oct-Nov)|
karunia|blessing|करुण|karuṇa|compassion|
karya|work, oeuvre, product|कार्य|kārya|work|see kerja.
kasturi|Tapeinochilos ananassae|कस्तूरी|kastūrī|1. musk, 2. Hibiscus abelmoschus, 3. Amaryllis zeylanica|
kasuari|cassowary|कास्सोवारिस्|kās'sōvāris|cassowary|
kata|word|कथा|kathā|speech, talk, story|
kati|a hundred thousand|कोटि|koṭi|ten million|
kelahi|quarrel, fight|कलह|kalaha|quarrel, fight|
keling|Indian, black-skinned|कालिङ्ग|kāliṅga|related to Kalinga|
keluarga|family|कुलवर्ग|kulavarga|kula: family, race, tribe or caste, kin.varga: group|see also, warga.
kemala|jade, gemstone|कोमल|komala|gracious, charming|
gemala|jade, gemstone|कोमल|komala|gracious, charming|
kumala|jade, gemstone|कोमल|komala|gracious, charming|
kencana|gold, golden, grand, glorious|काञ्चन|kāñcana|gold|
kendi|water-pitcher|कुण्डकुण्डी|kuṇḍakuṇḍī|jar, pitcher|kuṇḍī: fem. form of kuṇḍa
kepala|head|कपाल|kapāla|skull, cranium|
keranda|coffin|करण्ड|karaṇḍa|basket, box|
kerja|work|कार्य|kārya|the work, the manifest products|see karya.
ketika|moment, when|घट|ghaṭa|G'har'í or Indian clock|
kian|become more, as much (many) as|कियत्|kiyān|how much|
kirana|1. ray (lit.) 2. beautiful|किरण|kiraṇa|ray of light|
kosakata|vocabulary|कोशकथा|kośakathā|kośa:dictionary, lexicon, vocabularykata: speech, talk, story|
kota|city, town|कोट्ट|koṭa|stronghold|
krida|1. action 2. sport|क्रीडा|krīḍā|sport, play, amusement|
ksatria|warrior, knight|क्षत्रिय|kṣatriya|military, reigning, princely caste, supremacy|
kuasa|power|वश|vaśa|power, control, dominion|
kuat|strong|उत्ताल|uttāla|strong|
kuda|horse|घोटकः|ghōṭakaḥ|horse|
kumba|pot|कुंभ|kuṃbha|pot, jar|
kunci|key|कुञ्चिका|kuñcikā|key|
kungkuma|saffron|कुंकुम|kuṅkuma|saffron|
kurnia|mercy|कारुण्य|kāruṇya|compassion, praiseworthy, excellent|
kusta|leprosy|कुष्ठ|kuṣṭha|leprosy|
kusuma|flower|कुसुम|kusuma|flower, blossom, bud|
kasuma|flower|कुसुम|kusuma|flower, blossom, bud|
kesuma|flower|कुसुम|kusuma|flower, blossom, bud|
labu|gourd|अलाबु|alābu|gourd|
lagu|song|लघु|laghu|gentle (sound)|
laksa|ten thousand|लक्ष|lakṣa|ten thousand, lakh|
laksana|1. like, as if 2. good sign (classical)|लक्षण|lakṣaṇa|indirect indication, favourable mark|
laksamana|admiral|लक्ष्मण|lakṣmaṇa|Lakshmana|
laksmi|beautiful, Lakshmi|लक्ष्मी|lakṣmī|Lakshmi, beautiful|
lata|crawling, creeping animal (usually snake)|लता|latā|creeping plants, see vine|
lawang|door, Cinnamon (Cinnamomum sp.), Nutmeg (Myristica sp.)|लवंग|lavaṅga|Clove (Syzygium aromaticum)|
lela|graceful movement, elegant|लीला|līlā|play|
lena|sleep soundly|लीन|līna|lying or resting on|
lencana|seal, emblem, badge|लाञ्छन|lāñchana|mark, sign, vestige|
lingga|lingam|लिङ्गम्|liṅgam|lingam|
loba|greedy|लोभ|lobha|greed|
loka|world, place, realm, abode|लोक|loka|space, room, place, world|
madu|honey co-wife|मधु|madhu|sweet food or drink, incld. honey, milk, wine, etc.|
madya|middle|मध्य|madhya|middle|
madia|middle|मध्य|madhya|middle|
maha|great, super, hyper, very|महा|mahā|great|
mahadewa|supreme god||mahā+deva|supreme god|
mahadewi|supreme goddess||mahā+devi|supreme goddess|
maha esa|all-mighty|महेश|maheśa = mahā+īśa|supreme lord|īśa (ईश): owning, possessing, powerful, supreme, capable, lord
mahaguru|professor|mahā+guru|great teacher|
maharaja|emperor|महाराज|mahārāja|great king|
maharani|queen||mahārani||see rani.
mahasiswa|(male) college/university student|महाशिष्यः|mahā-śiṣyah|great-student|(masc.)
mahasiswi|(female) college/university student|महाशिष्यः|mahā-śiṣyāh|great-student|(fem.)
mahesa|buffalo|महिषः|mahiṣaḥ|buffalo|
mahisa|buffalo|महिषः|mahiṣaḥ|buffalo|
mahkota|crown|मुकुट|mukuṭa|crown|
mala|stain, dirt|मल|mala|dirt, filth, impurity|
malapetaka|calamity, disaster|महापातक|mahāpātaka|greatsin or collapse|
manakala|when||māna-kāla|in honor of time|
mandiri|autonomous, independent||mandhiri||
mani|sperm|मणि|maṇi|1. pearls, gem, jewel, 2. glans penis|
manik|bead, sequin, jewel|मणि|maṇi|1. pearls, gem, jewel, 2. glans penis|
mantra|mantra|मन्त्र|mantra|mantra| 
mantera|mantra|मन्त्र|mantra|mantra|
manusia|human|मनुष्य|mānuṣa|human being|
marga|road|मार्गः|mārgaḥ|road|
matra|measurement unit, of length, height, depth|मात्रा|mātrā|measurement unit|
maya|illusion|माया|māyā|Maya (illusion)|
menteri|minister (head of a government department)|मन्त्रि|mantri|king's counsellor, minister|
merdeka|freedom, liberty|महाऋद्धि|mahāṛddhi-ka|greatprosperity|
merdu|sweet, melodius|मृदु|mṛdu|soft|
merica|pepper|मरीचम्|marīcam|spices|
mitra|partner|मित्र|mitra|friend|
muda|young|मूढ|mūḍha|stupid, silly, simple|
mudah|easy|मूढ|mūḍha|stupid, silly, simple|
muka|face|मुख|mukha|face|
mula|to start, to begin|मूल|mūla|origin|
nadi|blood vessel|नदि|nadi|stream, river|
naga|dragon, nāga|नाग|nāga|serpent deities|
nama|name|नामन्|nāman|name|
nawa|nine|नव|nava|nine|prefix
negara|country|नगर|nagara|city|
negeri|city (lit.)|नगरी|nagarī|city (fem.)|
neraca|scale, balance||naraca|balance|
neraka|hell, underworld|नरक|naraka|naraka|
nirwana|an ideal condition of harmony or joy|निर्वाण|nirvana|nirvana|
niskala|amorph, abstract|निश्चल|niścala|immovable; steady; unal terable, immutable|
nusa|island (poetic)|नूस|nūsa||
nyata|1. clearly shown, 2. real, 3. proven|नियत|niyata|Constant, Ascertained, Positive|
paduka|foot, footwear|पादुक|pāduka|shoe, slipper|
paduka|honorary title for official, nobility, or king|पादुका|pādukā|impression of the feet of a god or a holy person|for the idea, see Ciaruteun inscription.
pahala|merit, reward (for moral conduct)|फल|phala|fruits, of results|
paksa|to force|पक्ष|pakṣa|side, faction, partisan, adherent, army, position|
pala|Myristica fragrans (nutmeg)|फल|phala|fruits, of results|see pahala.
panca|five|पञ्च|pañca|five|prefix
pariwisata|tourism|परिविशति|pariviśati|aroundenter|to enter around
patih|1. obidient, submissive2. Lord (government)|पति|pati|master, owner|see bupati.; 
pati|1. obidient, submissive2. Lord (government)|पति|pati|master, owner|see bupati.; suffix
pekerti|character, nature|प्रकृति|prakṛti|origin, character, nature, pattern|
pendapa|hall|मण्डप|maṇḍapa|open hall, pavilion, temple|through Javanese pendhapa
pendopo|hall|मण्डप|maṇḍapa|open hall, pavilion, temple|through Javanese pendhapa
pendeta|priest|पण्डित|paṇḍita|learned, scholar, skilled|
percaya|believe|प्रत्ययः|pratyayaḥ|familiarity|
perdana|first|प्रधान|pradhāna|first, chief|
perkara|problem, affairs|प्रकार|prakāra|difference, similitude|
perkasa|powerful, forceful, manly|प्रकाश|prakāśa|shining, manifest, renowned|
perkosa|rape|प्रकाश|prakāśa|shining, manifest, renowned|
perpustakaan|library|पुस्तक|pustaka|book, manuscript|see pustaka with circumfix per&#x27e9;...&#x27e8;an'
pertama|first|प्रथम|prathama|first|
pertiwi|Mother Earth|पृथ्वी|pṛthvīpṛthivī|Prithvi, Hindu earth deity|
perwira|high-ranked military official|प्रवीर|pravīra|brave or eminent man, hero, chief|
pra|pre-|प्रा|pra|before, forward to, in front of, on, forth|prefix
prabu|king (title)|प्रभु|prabhu|master, lord, king|
prakarya|handworks|प्रकार्य|prakārya|to be manifested|
praja|city, state|प्रजा|prajā|people, subject (of prince), child|
pria|man/men|प्रिय|priya|beloved, dear|
prihatin|concerned||prḥatin|concerned|
puasa|fasting|उपवास|upavāsa|fasting, abstinence|
puja|worship, adore|पूजा|pūjā|worship, respect, homage of superiors or adoration of the gods|
pundak|shoulder|स्कंध|pūndhāk|shoulder|see bahu
punya|have, possessive verb|पुण्य|puṇya|merit, virtue|
pura|Hindu temple, city|पुर|pura|city/walled enclosure|
purba|ancient|पूर्व|pūrva|former, ancient, old, etc.|
puri|palace|पुर|pura|city/walled enclosure|
purna|complete, finished|पूर्ण|pūrṇa|finished, complete, satisfied|see also sempurna, purnama; prefix
purnama|full moon, a month|पूर्णमा|pūrṇamā|full-moon (day)|
pustaka|book|पुस्तक|pustaka|book, manuscript|
puspa|flower (poetic)|पुष्प|puṣpa|flower|
putra|son, prince|पुत्र|putra|son|
putera|son, prince|पुत्र|putra|son|
putri|daughter, princess|पुत्री|putrī|princess|
puteri|daughter, princess|पुत्री|putrī|princess|
raga|body|राग|rāga|color, feeling, beauty|
rahasia|secret|रहस्यं|rahasya|secret|
raja|king|राजन्|rāja|king|
rajalela|rage, raging, at large, rampant|राजलीला|rajalīlā|king play|
raksasa|giant, monster|राक्षस|rākṣasa|beast-like demon|
rambu|sign||rāmbū|sign|
randa|widow|रण्डा|raṇḍā|widow|see janda. 
rangda|widow|रण्डा|raṇḍā|widow|see janda.
rani|queen|राज्ञीराणी|rājñīrāṇī|queen|rāṇī (राणी) is corruption of rājñī (राज्ञी).
rasa|emotion, feeling, taste|रस|rasa|to love, flavor, taste|
ratna|jewel, gemstone (poetic)|रत्न|ratna|jewel, gem|
resmi|official|रश्मि|raśmi|string, leash, ray of light|in Sanskrit, रश्मि (raśmi) is synonym of पक्ष (pakṣa).
rupa|look, appearance|रूप|rūpa|form, likeness|
sabda|proclamation (poetic)|शब्दः|śabda|voice, speech|
sadu|best|साधु|sādhu|good, excellent|
sahaya|servant|साहाय्य|sāhāyya|help, assistance|
saksi|witness|साक्षिन्|sākṣin|witness|
sakti|powerful|शक्ति|śakti|power, energy|
sama|same|सम|sama|same, equal|
samudra|ocean|समुद्र|samudra|ocean|
sandi|sandhi|संधि|saṃdhí|joining|
sandiwara|drama||sāndīvara|drama|
sangga|1. monastic community of bhikkhus (monks) and bhikkhunis (nuns), see Sangha. 2. smallest unit in Scouting|संघ|saṃgha|association, clerical community, brotherhood of monks|
sapta|seven|सप्त|sapta|seven|prefix
sarira|body|शरीरं|śarīraṃ|body|via Javanese word sarira
sasana|training hall|शासन|śāsana|teaching, order, ruling|
sastra|literature|शास्त्र|śāstra|scripture, teaching, order, book|
satwa|fauna, animals|सत्त्व|sattva|sentint being, "that which is", existence|
sederhana|simple|साधारण|sādhāraṇa|common, ordinary|
seka|wipe, rub|निषेक|niṣēka|wash|
sekarang|present||sakaraṁ|this time|
semadi|meditation, contemplation|समाधि|samādhi|deep meditation, silenece, religious vow|
samadi|meditation, contemplation|समाधि|samādhi|deep meditation, silenece, religious vow|
semedi|meditation, contemplation|समाधि|samādhi|deep meditation, silenece, religious vow|
samedi|meditation, contemplation|समाधि|samādhi|deep meditation, silenece, religious vow|
semesta|whole, total|समस्त|samasta|united, whole, all|
sempurna|perfect|सम्पूर्ण|sampūrṇa|entirely, complete|
sengsara|suffering|संसार|saṃsāra|continuous flow of reincarnation|
senjata|weapon, arms||sanjātā|arms|
senopati|general, military leader (archaic)|सेनापति|senāpati|senā "military" + pati "leader"|
serakah|greedy||śraka|greedy|
serba|all, everything, complete|सर्व|sarva|all or everything|
seru|to call loudly|श्रु|śru|to be heard|
seteru|enemy|शत्रु|śatru|enemy|
setia|loyal, truthful|सत्यसती|satyasatī|truth, correct, sincere, faithfulfaithful wife|
sila|base, courtesy, moral|शील|śīla|habit, custom, usage, character, moral precept|can mean cross-legged sitting or refined order
singa|lion|सिंहः|siṃha|lion, breavest, king, ruler|
singgasana|throne|सिंहासन|siṃhāsana|the lion throne|Lion is allusion to king.
siswa|(school) student|शिष्यः|śiṣyah|student|for tertiary education student, see mahasiswa.
sri|title for king|श्री|śrī|1. Prefix to the names, 2. Fortune, prosperity, success, thriving, 3. Light|
stupa|stupa|स्तूप|stūpa|heap, a pile of earth|
suami|husband|स्वामि|svāmī|master, lord, husband|
suara|sound|स्वर|svara|sound, voice, accent, musical tone or note|
suci|clean, holy|शुचि|śuci|clean, pure, correct|
suka|like, happy|सुख|sukha|easy, pleasant, comfortable, happy|
sukma|soul|सूक्ष्म|sūkṣma|subtle, atomic|
sundal&#91;2&#93;|indecent, whore, prostitute, harlot|शुण्डा|zunda&#91;3&#93;|prostitute, harlot|
sunyi|quiet (situation)|शून्य|śūnya|zero, nothing|
surga|heaven|स्वर्ग|svarga|heaven|
surya|sun (poetic), solar|सूर्य|sūrya|Surya, Hindu sun god|
susila|modesty, appropriate|सुशील|suśīla|good character|
swa|do something by oneself|स्व|sva-|self, own|prefix
tali|rope, string||talli||
tapa|asceticism, meditation, self-discipline|तप|tapa|tapas|
tata|order, to arrange|तथा|tathā|thus, in that manner|
tenaga|energy, power||tanāgā|power|
tri|three (cardinal)|त्रि|tri|three|prefix
udara|air|उदार|udāra|rising fog or vapour, raising, sublime|
unta|camel|उष्ट्र|uṣṭra|camel|
upacara|ceremony|उपचार|upacāra|ceremony, religious ritual|
usaha|effort|उत्साह|utsāha|effort, thread, happiness, firmness|
usia|age|आयुष|āyuṣa|life-span|
utama|ultimate, the most important, foremost|उत्तम|uttama|upmost, highest, first or best|
utara|north|उत्तर|uttara|north|
wacana|verbal communication, conversation|वचन|vacana|speech|
wadah|container|आधारः|ādhāraḥ|container|
wahana|ride, vehicle|वहन|vahana|conducting, carrying, bearing|
wana|forest (poetic)|वन|vana|forest|
wangsa|dynasty, royal house|वंश|vaṁśa|lineage|
wanita|woman, lady|वनिता|vanitā|wife, woman|
waras|sane||varās|healthy|
warga|1. members of family, society, etc., 2. social stratification (uncommon)|वर्ग|varga|class, tribe, club|
warna|colour|वर्ण|varṇa|colour|
warta|news|वार्ता|varta|news|see berita.
warta berita|news broadcast|वार्ता|varta|news|
wibawa|1. authority, influence, 2. power|विभवः|vibhavaḥ|power|
widyaiswara|teacher|विद्या ईश्वर|vidya īshvara|learning master|
wihara|Buddhist Temple|विहार|vihāra|Buddha or Jaina convent|see biara.
wira|hero, brave|वीर|vīra|heroic, brave|
wisesa|supreme leader, supreme power|विशेष|viśēṣa|excellence, superiority|
wreda|1. old age, geriatric 2. experienced|वृद्ध|vṛddha|1. old, 2. wise|
werda|1. old age, geriatric 2. experienced|वृद्ध|vṛddha|1. old, 2. wise|
yoga|Yoga|योगः|yoga|Yoga|
yudha|war, battle (poetic)|युद्ध|yuddha|battle|